# Exposure 1: duration 900s, RA: 129.1, Dec: 1.4, PA: 0.0
# Target    Fiber          X          Y         RA        DEC
_Cos_42028033107838555    374 -101.40703  -71.84712  129.32420    1.08582
_Cos_42028033107839865    375  -90.96998  -74.24128  129.33169    1.11801
_Cos_42028033107839019    376  -97.81361  -81.97759  129.35550    1.09721
_Cos_42028033107838561    434 -101.51328  -77.49050  129.34162    1.08569
_Cos_42027895668870932    377  -88.99097  -83.08065  129.35900    1.12440
_Cos_42027895668886452    378  -99.36360  -88.43223  129.37536    1.09269
_Cos_42027895668888105    379  -87.52999  -90.50800  129.38191    1.12916
_Cos_42027895668886890    380  -96.32923  -93.70384  129.39162    1.10221
_Cos_42027895668888101    381  -87.60187  -98.56093  129.40668    1.12923
_Cos_42027895668887306    382  -93.36516 -104.43860  129.42462    1.11175
_Cos_42027895668870567    383  -92.83478 -107.50935  129.43404    1.11350
_Cos_42027895668886311    384 -100.47154 -111.35679  129.44565    1.09025
_Sky_2879550151    386  -97.21107 -120.26033  129.47290    1.10065
_Sky_2879546357    388  -97.16749 -127.58335  129.49518    1.10114
_Sky_2879556676    389  -89.86434 -131.81368  129.50822    1.12371
_Cos_42027895668870003    390  -98.47326 -135.31672  129.51860    1.09755
_Cos_42027758229933407    392  -94.27984 -143.79114  129.54435    1.11081
_Cos_42027758229917572    393  -91.20467 -150.13553  129.56356    1.12054
_Sky_2879533620    394  -96.84294 -151.75551  129.56825    1.10343
_Cos_42027758229917182    395  -94.53157 -155.78658  129.58043    1.11071
_Star_3078439597777945856    396  -99.88142 -159.77782  129.59219    1.09466
_Star_3078440010094388608    397  -89.18566 -162.37695  129.60036    1.12739
_Sky_2879630745    399  -89.78805 -172.54307  129.63066    1.12616
_Cos_42028307985729589    400 -103.76630   57.00225  128.92412    1.07669
_Cos_42028307985744514    401 -109.39847   57.81166  128.92179    1.05940
_Star_3078533258129695616    402 -104.21783   50.38432  128.94464    1.07527
_Cos_42028307985744035    403 -113.24682   46.88615  128.95574    1.04754
_Sky_2879550324    404 -103.91074   43.53579  128.96587    1.07621
_Cos_42028307985744739    405 -108.96038   43.47394  128.96620    1.06069
_Cos_42028170546792210    406 -104.21559   33.34757  128.99751    1.07527
_Cos_42028170546791791    407 -107.75378   35.34974  128.99138    1.06439
_Cos_42028170546776025    408 -103.10487   26.26182  129.01951    1.07872
_Cos_42028170546775102    409 -112.37376   24.03044  129.02663    1.05023
_Cos_42028170546792410    410 -102.61002   21.65401  129.03382    1.08026
_Cos_42028170546775273    411 -110.83500   13.13719  129.06045    1.05503
_Sky_2879538701    412 -103.91530   12.54612  129.06217    1.07631
_Cos_42028170546791727    413 -109.21725    6.06990  129.08239    1.06006
_Cos_42028170546791301    415 -112.11109    4.67174  129.08678    1.05119
_Cos_42028170546775645    416 -107.00419   -1.08774  129.10462    1.06695
_Cos_42028170546792454    418 -102.90116  -14.16281  129.14525    1.07977
_Cos_42028170546791500    419 -110.86603  -18.56699  129.15900    1.05535
_Cos_42028170546792179    420 -105.22277  -19.10851  129.16065    1.07271
_Cos_42028033107836613    421 -115.28258  -22.34344  129.17076    1.04187
_Cos_42028033107822359    422 -106.46364  -30.85990  129.19718    1.06913
_Cos_42028033107836886    423 -113.21461  -33.17844  129.20439    1.04845
